,"Active Status","Type","Item","Description","Sales Tax Code","Account","COGS Account","Asset Account","Accumulated Depreciation","Purchase Description","Quantity On Hand","U/M","Cost","Preferred Vendor","Tax Agency","Price","Reorder Pt (Min)","MPN","MARK UP"
,"Active","Inventory Part","RAN-145N","1 1/2' Test Plugs (black)","Tax","4000 · Gross Sales:4004 · Pool Supplies","5000 · Cost of Goods Sold:Pool Supplies","1300 · Inventory:1304 · Pool Supplies",0.00,"1 1/2' Test Plugs (black)",21,,5.14,"JetLine",,6.98,"",,
,"Active","Inventory Part","RAN-155N","2' Test Plugs (black) 155N ANDERSON","Tax","4000 · Gross Sales:4004 · Pool Supplies","5000 · Cost of Goods Sold:Pool Supplies","1300 · Inventory:1304 · Pool Supplies",0.00,"2' Test Plugs (black) 115N ANDERSON",18,,6.67,"JetLine",,8.99,"","155N",
,"Active","Inventory Part","RAN-DT601","Leak Finder Pre-Filled Blue Dye Test Syringe","Tax","4000 · Gross Sales:4004 · Pool Supplies","5000 · Cost of Goods Sold:Pool Supplies","1300 · Inventory:1304 · Pool Supplies",0.00,"Leak Finder Pre-Filled Blue Dye Test Syringe..DT601",27,,3.00,"JetLine",,5.95,"",,
,"Active","Inventory Part","RAPI-REVIVE32","Aqua-Pure 32oz Revive","Tax","4000 · Gross Sales:4004 · Pool Supplies","5000 · Cost of Goods Sold:Pool Supplies","1300 · Inventory:1304 · Pool Supplies",0.00,"Aqua-Pure 32oz Revive",0,,18.95,"SCP Distributors LLC (BIRD ROAD)",,22.75,"",,
,"Active","Inventory Part","RAQ-RITE-AQL-CL","Aqua Rite Cell Chlorine Generator & Flow Switch","Tax","4000 · Gross Sales:4005 · Pool Equipment","5000 · Cost of Goods Sold:5005 · Pool Equipment","1300 · Inventory:1305 · Pool Equipment",0.00,"Aqua Rite Cell Chlorine Generator & Flow Switch",0,,397.00,,,449.98,"",,
,"Active","Inventory Part","RAQ-RITE-AQR","AQUA RITE Electronic Salt Chlorine Generator (BOX ONLY)..Serial# __________________________","Tax","4000 · Gross Sales:4005 · Pool Equipment","5000 · Cost of Goods Sold:5005 · Pool Equipment","1300 · Inventory:1305 · Pool Equipment",0.00,"AQUA RITE Electronic Chlorine Generator (BOX ONLY)..Serial# __________________________",0,,400.18,"JetLine",,484.22,"",,
,"Active","Inventory Part","RAQ-RITE-AQR15","AQUA RITE Electronic Chlorine Generator with T-15 Cell. (40,000 Galls.)AQR15.  Serial# ______","Tax","4000 · Gross Sales:4005 · Pool Equipment","5000 · Cost of Goods Sold:5005 · Pool Equipment","1300 · Inventory:1305 · Pool Equipment",0.00,"AQUA RITE Electronic Chlorine Generator with T-15 Cell. (40,000 Galls.)AQR15.  Serial# ______",0,,870.72,,,1053.91,"",,
,"Active","Inventory Part","RAQ-RITE-AQR9","AQUA RITE Electronic Chlorine Generator with T-15 Cell. (25,000 Galls.)AQR9.  Serial# ______","Tax","4000 · Gross Sales:4005 · Pool Equipment","5000 · Cost of Goods Sold:5005 · Pool Equipment","1300 · Inventory:1305 · Pool Equipment",0.00,"AQUA RITE Electronic Chlorine Generator with T-15 Cell. (25,000 Galls.)AQR9.  Serial# ______",0,,730.41,,,883.80,"",,
,"Active","Inventory Part","RAQ-RITE-GEN","AQUA RITE Electronic Salt Chlorine Generator..Serial# __________________________","Tax","4000 · Gross Sales:4005 · Pool Equipment","5000 · Cost of Goods Sold:5005 · Pool Equipment","1300 · Inventory:1305 · Pool Equipment",0.00,"AQUA RITE Electronic Chlorine Generator..Serial# __________________________",1,,642.86,"SCP Distributors LLC (BIRD ROAD)",,1045.98,"",,
,"Active","Inventory Part","RAQ-RITE-GEN:PAQ-RITE-GEN","AQUA RITE Electronic Salt Chlorine Generator..Serial# __________________________","Tax","4000 · Gross Sales:4005 · Pool Equipment","5000 · Cost of Goods Sold:5005 · Pool Equipment","1300 · Inventory:1305 · Pool Equipment",0.00,"AQUA RITE Electronic Chlorine Generator..Serial# __________________________",0,,741.00,"SCP Distributors LLC (BIRD ROAD)",,791.98,"",,
,"Active","Inventory Part","RAQ-RITE-GLX-FLO-25","Flow Switch, 25' Cable.","Tax","4000 · Gross Sales:4004 · Pool Supplies","5000 · Cost of Goods Sold:Pool Supplies","1300 · Inventory:1304 · Pool Supplies",0.00,"Flow Switch, 25' Cable.",0,,116.20,"JetLine",,140.60,"",,
,"Active","Inventory Part","RAQ-RITE-T-CELL-15","T-Cell-15 for pool up to 40,000 Gallons. 15' cord.","Tax","4000 · Gross Sales:4005 · Pool Equipment","5000 · Cost of Goods Sold:5005 · Pool Equipment","1300 · Inventory:1305 · Pool Equipment",0.00,"T-Cell-15 for pool up to 40,000 Gallons. 15' cord.",0,,435.98,"JetLine",,507.65,"",,
,"Active","Inventory Part","RAQ-RITE-T-CELL-9","T-Cell-9 for pool up to 25,000 Gallons. 15' cord.","Tax","4000 · Gross Sales:4005 · Pool Equipment","5000 · Cost of Goods Sold:5005 · Pool Equipment","1300 · Inventory:1305 · Pool Equipment",0.00,"T-Cell-9 for pool up to 25,000 Gallons. 15' cord.",0,,343.30,"JetLine",,364.32,"",,
,"Active","Inventory Part","RAQB-AZMAMBA","Mamba Suction Cleaner (AQ135)","Tax","4000 · Gross Sales:4004 · Pool Supplies","5000 · Cost of Goods Sold:Pool Supplies","1300 · Inventory:1304 · Pool Supplies",0.00,"Mamba Suction Cleaner (AQ135)",0,,69.00,"JetLine",,83.49,"",,
,"Active","Inventory Part","RAQB-HAVOYAGER","2 PC. HOSE ADAPTER","Tax","5000 · Cost of Goods Sold:5005 · Pool Equipment","5000 · Cost of Goods Sold:5005 · Pool Equipment","1120 · Inventory Asset",0.00,"2 PC. HOSE ADAPTER",0,,6.00,"Integrated Pool Product Usa",,7.26,"",,
,"Active","Inventory Part","RAQB-IPPHFDO1","IPP HALF MOON DEFLECTOR","Tax","4000 · Gross Sales:4005 · Pool Equipment","5000 · Cost of Goods Sold:5005 · Pool Equipment","1300 · Inventory:1305 · Pool Equipment",0.00,"IPP HALF MOON DEFLECTOR",0,,12.08,"JetLine",,15.10,"",,
,"Not-active","Inventory Part","RAQB-UHAVOYAGER","BLUE UNIVERSAL HOSE ADAPTER","Tax","5000 · Cost of Goods Sold:5005 · Pool Equipment","5000 · Cost of Goods Sold:5005 · Pool Equipment","1120 · Inventory Asset",0.00,"BLUE UNIVERSAL HOSE ADAPTER",0,,5.00,"Integrated Pool Product Usa",,6.05,"",,
,"Active","Inventory Part","RAQCA-0000","***** HEAT PUMPS ****","Tax","4000 · Gross Sales:4005 · Pool Equipment","5000 · Cost of Goods Sold:5005 · Pool Equipment","1300 · Inventory:1305 · Pool Equipment",0.00,"***** HEAT PUMPS ****",0,,0.00,,,"","",,
,"Active","Inventory Part","RAQCA-0030LEDS","Call Flex Kit Assy/LED Model","Tax","4000 · Gross Sales:4005 · Pool Equipment","5000 · Cost of Goods Sold:5005 · Pool Equipment","1300 · Inventory:1305 · Pool Equipment",0.00,"Call Flex Kit Assy/LED Model",0,,0.00,"Horner Xpress",,0.00,"",,
,"Active","Inventory Part","RAQCA-H120","Aqua Cal HeatWave w/Titanium & Digital Control 109K BTU's..Ser# ___________________________________","Tax","4000 · Gross Sales:4005 · Pool Equipment","5000 · Cost of Goods Sold:5005 · Pool Equipment","1300 · Inventory:1305 · Pool Equipment",0.00,"Aqua Cal HeatWave w/Titanium & Digital Control 109K BTU's..Ser# ___________________________________",0,,2395.00,"Horner Xpress",,2745.00,"",,
,"Active","Inventory Part","RAQCA-H120:PAQCA-H120","Aqua Cal HeatWave w/Titanium & Digital Control 109K BTU's..Ser# ___________________________________","Tax","4000 · Gross Sales:4005 · Pool Equipment","5000 · Cost of Goods Sold:5005 · Pool Equipment","1300 · Inventory:1305 · Pool Equipment",0.00,"Aqua Cal HeatWave w/Titanium & Digital Control 109K BTU's..Ser# ___________________________________",0,,2395.00,,,2498.00,"",,
,"Active","Inventory Part","RAQP-18SS","18' Stainless Frame Only Heavy Duty","Tax","4000 · Gross Sales:4004 · Pool Supplies","5000 · Cost of Goods Sold:Pool Supplies","1300 · Inventory:1304 · Pool Supplies",0.00,"18' Stainless Frame Only Heavy Duty",0,,15.00,,,28.98,"",,
,"Active","Inventory Part","RAQP-18SS:PAQP-18SS","18' Stainless Frame Only Heavy Duty","Tax","4000 · Gross Sales:4004 · Pool Supplies","5000 · Cost of Goods Sold:Pool Supplies","1300 · Inventory:1304 · Pool Supplies",0.00,"18' Stainless Frame Only Heavy Duty",0,,15.53,,,18.64,"",,
,"Active","Inventory Part","RAQP-BM18","Yellow molding","Tax","4000 · Gross Sales:4004 · Pool Supplies","5000 · Cost of Goods Sold:Pool Supplies","1300 · Inventory:1304 · Pool Supplies",0.00,"Yellow molding",0,,4.03,,,6.25,0,,
,"Active","Inventory Part","RAQP-BM18:5017-A","AquaPro Yellow Ring Replacement for Leaf Net","Tax","4000 · Gross Sales:4005 · Pool Equipment","5000 · Cost of Goods Sold:5005 · Pool Equipment","1300 · Inventory:1305 · Pool Equipment",0.00,"AquaPro Yellow Ring Replacement for Leaf Net",0,,1.55,,,4.26,"",,
,"Not-active","Inventory Part","RAQP-BM18:PAQP-BM18","Yellow molding","Tax","4000 · Gross Sales:4004 · Pool Supplies","5000 · Cost of Goods Sold:Pool Supplies","1300 · Inventory:1304 · Pool Supplies",0.00,"Yellow molding",0,,4.03,,,6.25,"",,
,"Active","Inventory Part","RAQP-BN18","Replacement bag, BLUE coarse mesh","Tax","4000 · Gross Sales:4004 · Pool Supplies","5000 · Cost of Goods Sold:Pool Supplies","1300 · Inventory:1304 · Pool Supplies",0.00,"Replacement bag, blue coarse mesh",0,,6.12,,,11.25,0,,
,"Active","Inventory Part","RAQP-BN18:5015-B","AquaPro BLUE net Replacement 18' (Net only)","Tax","4000 · Gross Sales:4005 · Pool Equipment","5000 · Cost of Goods Sold:5005 · Pool Equipment","1300 · Inventory:1305 · Pool Equipment",0.00,"AquaPro Blue NET Replacement 18'  Net only",0,,5.39,,,11.25,0,,
,"Active","Inventory Part","RAQP-BN18:PAQP-BN18","Replacement bag, BLUE coarse mesh","Tax","4000 · Gross Sales:4004 · Pool Supplies","5000 · Cost of Goods Sold:Pool Supplies","1300 · Inventory:1304 · Pool Supplies",0.00,"Replacement bag, blue coarse mesh",0,,6.12,,,7.65,"",,
,"Active","Inventory Part","RAQP-BN18-FLEX","Replacement White FLEX Net.","Tax","4000 · Gross Sales:4004 · Pool Supplies","5000 · Cost of Goods Sold:Pool Supplies","1300 · Inventory:1304 · Pool Supplies",0.00,"Replacement White Flex Net.",0,,6.16,,,11.75,"",,
,"Not-active","Inventory Part","RAQP-BN18-FLEX:PAQP-BN18-FLEX","Replacement White FLEX Net.","Tax","4000 · Gross Sales:4004 · Pool Supplies","5000 · Cost of Goods Sold:Pool Supplies","1300 · Inventory:1304 · Pool Supplies",0.00,"Replacement White Flex Net.",0,,6.16,,,8.37,"",,
,"Active","Inventory Part","RAQP-KN14F-900","AquaPro NET Replacement ' 900 Fine Skimmer Bag. Net only","Tax","4000 · Gross Sales:4004 · Pool Supplies","5000 · Cost of Goods Sold:Pool Supplies","1300 · Inventory:1304 · Pool Supplies",0.00,"AquaPro NET Replacement ' 900 Fine Skimmer Bag. Net only",0,,4.25,,,5.32,"",,
,"Active","Inventory Part","RAQP-KN14F-950","AquaPro NET Replacement ' 950 Fine Skimmer Bag. Net only","Tax","4000 · Gross Sales:4004 · Pool Supplies","5000 · Cost of Goods Sold:Pool Supplies","1300 · Inventory:1304 · Pool Supplies",0.00,"AquaPro NET Replacement ' 950 Fine Skimmer Bag. Net only",0,,4.25,,,5.32,"",,
,"Active","Inventory Part","RAQS-LP8AVVGB101","Maindrain Lid. 8' A/V Frame & Grate - ANSI Approved (Fits Pentair and Water Way)","Tax","4000 · Gross Sales:4005 · Pool Equipment","5000 · Cost of Goods Sold:5005 · Pool Equipment","1300 · Inventory:1305 · Pool Equipment",0.00,"Maindrain Lid. 8' A/V Frame & Grate - ANSI Approved (Fits Pentair and Water Way)",0,,9.50,,,13.30,"",,
,"Active","Inventory Part","RAQS-WAV12101","12'X12' Wave Frame & Grate..ANSI Aproved (4 Holes)","Tax","4000 · Gross Sales:4005 · Pool Equipment","5000 · Cost of Goods Sold:5005 · Pool Equipment","1300 · Inventory:1305 · Pool Equipment",0.00,"12'X12' Wave Frame & Grate..ANSI Aproved (4 Holes)..WAV12101",0,,76.83,"JetLine",,111.90,"",,
,"Active","Inventory Part","RAQS-WAV18101","18'X18' Wave Frame & Grate (4 Grates 9'X9') ANSI Aproved","Tax","4000 · Gross Sales:4005 · Pool Equipment","5000 · Cost of Goods Sold:5005 · Pool Equipment","1300 · Inventory:1305 · Pool Equipment",0.00,"18'X18' Wave Frame & Grate (4 Grates 9'X9') ANSI Aproved",0,,198.38,,,238.56,"",,
,"Active","Inventory Part","RAS-00470R0319","Flat Gasket for Aster Filter 00470R0319","Tax","4000 · Gross Sales:4005 · Pool Equipment","5000 · Cost of Goods Sold:5005 · Pool Equipment","1300 · Inventory:1305 · Pool Equipment",0.00,"Flat Gasket for Aster Filter 00470R0319",0,,0.63,,,1.26,"",,
,"Active","Inventory Part","RAS-00500R0600","Collector Assembly for 30' filter (Filter: Aster 27802) 00500R0600","Tax","4000 · Gross Sales:4005 · Pool Equipment","5000 · Cost of Goods Sold:5005 · Pool Equipment","1300 · Inventory:1305 · Pool Equipment",0.00,"Collector Assembly for 30' filter (Filter: Aster 27802) 00500R0600",0,,49.78,,,87.12,"",,
,"Active","Inventory Part","RAS-773R0070020","Plug Gasket for Aster Filter 773R0070020","Tax","4000 · Gross Sales:4005 · Pool Equipment","5000 · Cost of Goods Sold:5005 · Pool Equipment","1300 · Inventory:1305 · Pool Equipment",0.00,"Plug Gasket for Aster Filter 773R0070020",0,,1.13,,,2.26,"",,
,"Active","Inventory Part","RASPS-SCC-25","Resilience Chlorine Generator..25,000 gallon pool, Self Cleaning Cell..SERIAL: _________________...","Tax","4000 · Gross Sales:4005 · Pool Equipment","5000 · Cost of Goods Sold:5005 · Pool Equipment","1300 · Inventory:1305 · Pool Equipment",0.00,"Resilience Chlorine Generator..25,000 gallon pool, Self Cleaning Cell",0,,688.65,,,1096.11,"",,
,"Active","Inventory Part","RASPS-SCC-25:PASPS-SCC-25","Resilience Chlorine Generator..25,000 gallon pool, Self Cleaning Cell..SERIAL: _________________...","Tax","4000 · Gross Sales:4005 · Pool Equipment","5000 · Cost of Goods Sold:5005 · Pool Equipment","1300 · Inventory:1305 · Pool Equipment",0.00,"Resilience Chlorine Generator..25,000 gallon pool, Self Cleaning Cell",0,,688.65,,,788.65,"",,
,"Active","Inventory Part","RAUT-939-AL","New replacement, self clining for Autopilot CC-15 Commercial Chlorine Cell (939-E)  Ser#:_______...","Tax","4000 · Gross Sales:4004 · Pool Supplies","5000 · Cost of Goods Sold:Pool Supplies","1300 · Inventory:1304 · Pool Supplies",0.00,"New replacement, self clining for Autopilot CC-15 Commercial Chlorine Cell (939-E)  Ser#:_______...",0,,447.04,"Horner Xpress",,637.20,"",,
,"Active","Inventory Part","RAUT-RC42","AutoPilot Systems - Cell RC42 replacement (maximum pool size 42,000 gallons)","Tax","4000 · Gross Sales:4005 · Pool Equipment","5000 · Cost of Goods Sold:5005 · Pool Equipment","1300 · Inventory:1305 · Pool Equipment",0.00,"AutoPilot Systems - Cell RC42 replacement (maximum pool size 42,000 gallons)",0,,341.95,,,413.76,"",,
,"Not-active","Inventory Part","RAUT-SC36","AutoPilot Systems - Super Cell 36 replacement (maximum pool size 20,000 gallons)..SERIAL #:_____...","Tax","4000 · Gross Sales:4005 · Pool Equipment","5000 · Cost of Goods Sold:5005 · Pool Equipment","1300 · Inventory:1305 · Pool Equipment",0.00,"AutoPilot Systems - Super Cell 36 replacement (maximum pool size 20,000 gallons)",0,,229.30,"Horner Xpress",,278.30,"",,
,"Not-active","Inventory Part","RAUT-SC36-GEN","Super Cell SC36 AutoPilot Replacement Cell With Unions - Generic","Tax","4000 · Gross Sales:4005 · Pool Equipment","5000 · Cost of Goods Sold:5005 · Pool Equipment","1300 · Inventory:1305 · Pool Equipment",0.00,"Super Cell SC36 AutoPilot Replacement Cell With Unions - Generic",0,,198.75,,,240.49,"",,
,"Active","Inventory Part","RAUTOPILOT","Autopilot CC-15 Commercial Chlorine Cell (939-E)..Ser#:___________________________","Tax","4000 · Gross Sales:4005 · Pool Equipment","5000 · Cost of Goods Sold:5005 · Pool Equipment","1300 · Inventory:1305 · Pool Equipment",0.00,"Autopilot CC-15 Commercial Chlorine Cell (939-E)..Ser#:___________________________",0,,801.02,"Horner Xpress",,905.57,"","DNP2",
,"Active","Inventory Part","RBBP-150","RBBP-150 GENERIC PENTAIR CARTRIDGE","Tax","4000 · Gross Sales:4005 · Pool Equipment","5000 · Cost of Goods Sold:5005 · Pool Equipment","1300 · Inventory:1305 · Pool Equipment",0.00,"RBBP-150 GENERIC PENTAIR CARTRIDGE",2,,70.03,"B Pool Products",,82.00,"",,
,"Active","Inventory Part","RBH-0100","Baker Hydro Rim Gasket  (0531)","Tax","4000 · Gross Sales:4005 · Pool Equipment","5000 · Cost of Goods Sold:5005 · Pool Equipment","1300 · Inventory:1305 · Pool Equipment",0.00,"Baker Hydro Rim Gasket",0,,12.20,"Horner Xpress",,17.40,"",,
,"Active","Inventory Part","RBH-15B0090","Baker Hydro Dome Assy. (5993)","Tax","4000 · Gross Sales:4005 · Pool Equipment","5000 · Cost of Goods Sold:5005 · Pool Equipment","1300 · Inventory:1305 · Pool Equipment",0.00,"Baker Hydro Dome Assy.",0,,35.40,"Horner Xpress",,50.55,"",,
,"Active","Inventory Part","RBH-4300","Mushroom Air Button","Tax","4000 · Gross Sales:4005 · Pool Equipment","5000 · Cost of Goods Sold:5005 · Pool Equipment","1300 · Inventory:1305 · Pool Equipment",0.00,"Mushroom Air Button",0,,15.41,,,18.40,"",,
,"Active","Inventory Part","RBH-4422","Hex Spa Button","Tax","4000 · Gross Sales:4005 · Pool Equipment","5000 · Cost of Goods Sold:5005 · Pool Equipment","1300 · Inventory:1305 · Pool Equipment",0.00,"Hex Spa Button",0,,17.16,,,20.59,"",,
,"Active","Inventory Part","RBH-4423","L/G Flush Botton","Tax","4000 · Gross Sales:4004 · Pool Supplies","5000 · Cost of Goods Sold:5005 · Pool Equipment","1300 · Inventory:1305 · Pool Equipment",0.00,"L/G Flush Botton",0,,15.25,,,18.30,"",,
,"Active","Inventory Part","RBH-4453","Raised Air Button","Tax","4000 · Gross Sales:4005 · Pool Equipment","5000 · Cost of Goods Sold:5005 · Pool Equipment","1300 · Inventory:1305 · Pool Equipment",0.00,"Raised Air Button",0,,14.63,,,17.55,"",,
,"Active","Inventory Part","RBH-59B9079","B/H Air Switch Button only","Tax","4000 · Gross Sales:4005 · Pool Equipment","5000 · Cost of Goods Sold:5005 · Pool Equipment","1300 · Inventory:1305 · Pool Equipment",0.00,"B/H Air Switch Button only",0,,18.40,"Horner Xpress",,27.60,"",,
,"Not-active","Inventory Part","RBL-6204-LL","#304 Ball Bearing. Replacement","Tax","4000 · Gross Sales:4005 · Pool Equipment","5000 · Cost of Goods Sold:5005 · Pool Equipment","1300 · Inventory:1305 · Pool Equipment",0.00,"#304 Ball Bearing. Replacement",0,,4.31,"JetLine",,7.11,"",,
,"Active","Inventory Part","RBLOWER","Air Supply of the Future..Silencer Air Blower 1.5HP 240V..Product #:AIR-85-8463....Mfg. Part #:6...","Tax","4000 · Gross Sales:4005 · Pool Equipment","5000 · Cost of Goods Sold:5005 · Pool Equipment","1300 · Inventory:1305 · Pool Equipment",0.00,"Air Supply of the Future..Silencer Air Blower 1.5HP 240V..Product #:AIR-85-8463....Mfg. Part #:6...",0,,150.61,"SCP Distributors LLC (Medley)166",,180.61,"","6315241",
,"Active","Inventory Part","RBLOWER-6310141","6310141 SILENCER 1HP 110VOLT 6.4AMP..AIR SUPPLY","Tax","4000 · Gross Sales:4005 · Pool Equipment","5000 · Cost of Goods Sold:5005 · Pool Equipment","1300 · Inventory:1305 · Pool Equipment",0.00,"6310141 SILENCER 1HP 110VOLT 6.4AMP..AIR SUPPLY SILENCER",0,,94.02,"JetLine",,112.25,0,"6310141",
,"Active","Inventory Part","RBLOWER-6320220F","1-566-03 BLOWER 2HP, 240 VOLT , 4.4 AMPS BOTTOM OULET","Tax","4000 · Gross Sales:4005 · Pool Equipment","5000 · Cost of Goods Sold:5005 · Pool Equipment","1300 · Inventory:1305 · Pool Equipment",0.00,"1-566-03 BLOWER 2HP, 240 VOLT , 4.4 AMPS BOTTOM OULET",0,,154.59,"JetLine",,140.38,0,"6320220F",
,"Active","Inventory Part","RBLU-56-4036","F-30200P 2 INCH FLOW METER","Tax","4000 · Gross Sales:4005 · Pool Equipment","5000 · Cost of Goods Sold:5005 · Pool Equipment","1300 · Inventory:1305 · Pool Equipment",0.00,"F-30200P 2 INCH FLOW METER",1,,107.58,"JetLine",,134.48,"","BLU-56-4036",
,"Active","Inventory Part","RBLUE-IA0026","Chlorinator Tube Assembly","Tax","4000 · Gross Sales:4005 · Pool Equipment","5000 · Cost of Goods Sold:5005 · Pool Equipment","1300 · Inventory:1305 · Pool Equipment",0.00,"Chlorinator Tube Assembly",0,,7.94,,,13.50,"",,
,"Active","Inventory Part","RBP-1070C","HAYWARD GENERIC SKIMMER LID 1070C","Tax","4000 · Gross Sales:4005 · Pool Equipment","5000 · Cost of Goods Sold:5005 · Pool Equipment","1300 · Inventory:1305 · Pool Equipment",0.00,"HAYWARD GENERIC SKIMMER LID 1070C",-14,,10.67,"B Pool Products",,16.90,"",,
,"Active","Inventory Part","RBP-15V3","15V3 1.5"" X 2"" THREE WAY VALVE BLACK 3 WAY","Tax","4000 · Gross Sales:4005 · Pool Equipment","5000 · Cost of Goods Sold:5005 · Pool Equipment","1300 · Inventory:1305 · Pool Equipment",0.00,"15V3 1.5"" X 2"" THREE WAY VALVE BLACK 3 WAY",12,,20.00,"B Pool Products",,32.58,"","15V3",
,"Active","Inventory Part","RBP-20V2","20V2 2 WAY VALVE 2 INCHES","Tax","4000 · Gross Sales:4005 · Pool Equipment","5000 · Cost of Goods Sold:5005 · Pool Equipment","1300 · Inventory:1305 · Pool Equipment",0.00,"20V2 2 WAY VALVE 2 INCHES",14,,20.00,"B Pool Products",,28.98,"","20V2",
,"Active","Inventory Part","RBP-20V3","3 WAY VALVE 2 INCHES","Tax","4000 · Gross Sales:4005 · Pool Equipment","5007A · Raw Chemicals for Mfg. Products","1300 · Inventory:1305 · Pool Equipment",0.00,"3 WAY VALVE 2 INCHES",25,,20.00,"B Pool Products",,34.08,"","20V3",
,"Active","Inventory Part","RBP-2340","BP-2340 LED COLOR POOL LIGTH BULB 35W 441 LED PCS","Tax","4000 · Gross Sales:4005 · Pool Equipment","5000 · Cost of Goods Sold:5005 · Pool Equipment","1300 · Inventory:1305 · Pool Equipment",0.00,"BP-2340 LED COLOR POOL LIGTH BULB 35W 441 LED PCS",1,,50.00,"B Pool Products",,68.95,"","BP-2340",
,"Not-active","Inventory Part","RBP-25559-000-000","1.5 INCH INSIDER EYEBALL JET","Tax","4000 · Gross Sales:4005 · Pool Equipment","5000 · Cost of Goods Sold:5005 · Pool Equipment","1300 · Inventory:1305 · Pool Equipment",0.00,"1.5 INCH INSIDER EYEBALL JET",-4,,3.00,"B Pool Products",,4.50,"","25559-000-000",
,"Active","Inventory Part","RBP-ADAPTER","ADAPTERS CONNECTOR HOSE","Tax","4000 · Gross Sales:4004 · Pool Supplies","5004 · Pool Supplies","1300 · Inventory:1304 · Pool Supplies",0.00,"ADAPTERS CONNECTOR HOSE",-25,,7.00,"B Pool Products",,10.94,"",,
,"Active","Inventory Part","RBP-BAG","PA-PVB-HD POWER VAC BAG HEAVY DUTY","Tax","4000 · Gross Sales:4005 · Pool Equipment","5000 · Cost of Goods Sold:5005 · Pool Equipment","1300 · Inventory:1305 · Pool Equipment",0.00,"PA-PVB-HD POWER VAC BAG HEAVY DUTY",7,,15.00,"B Pool Products",,25.95,"","PA-PVB-HD",
,"Active","Inventory Part","RBP-BPV-RPL","BPV-RPL CHECK VALVE REPLACEMENT LID","Tax","4000 · Gross Sales:4005 · Pool Equipment","5000 · Cost of Goods Sold:5005 · Pool Equipment","1300 · Inventory:1305 · Pool Equipment",0.00,"BPV-RPL CHECK VALVE REPLACEMENT LID",25,,12.00,"B Pool Products",,25.90,"","BPV-RPL",
,"Active","Inventory Part","RBP-BRUSH","90127 18 INCH COMBO BRUSH","Tax","4000 · Gross Sales:4004 · Pool Supplies","5004 · Pool Supplies","1300 · Inventory:1304 · Pool Supplies",0.00,"90127 18 INCH COMBO BRUSH",60,,9.95,"B Pool Products",,15.98,"","90127",
,"Active","Inventory Part","RBP-BRUSH-36","36 INCH NYLON BRUSH","Tax","4000 · Gross Sales:4004 · Pool Supplies","5004 · Pool Supplies","1300 · Inventory:1304 · Pool Supplies",0.00,"36 INCH NYLON BRUSH",23,,18.00,"B Pool Products",,29.85,"","90130000",
,"Active","Inventory Part","RBP-BRUSHH","18INCH BRUSH WITH ALUMINUM BACK AND NYLON BRISTLES SHELL WATER PRODUCTS","Tax","4000 · Gross Sales:4004 · Pool Supplies","4000 · Gross Sales:4004 · Pool Supplies","1300 · Inventory:1304 · Pool Supplies",0.00,"18INCH BRUSH WITH ALUMINUM BACK AND NYLON BRISTLES SHELL WATER PRODUCTS",26,,7.25,"B Pool Products",,15.48,"","90126000",
,"Active","Inventory Part","RBP-C100S","REPLACEMENT FOR HAYWARD CARTRIDGE C100S C -9440","Tax","4000 · Gross Sales:4005 · Pool Equipment","5000 · Cost of Goods Sold:5005 · Pool Equipment","1300 · Inventory:1305 · Pool Equipment",0.00,"REPLACEMENT FOR HAYWARD CARTRIDGE C100S C-9440",0,,51.72,"B Pool Products",,75.85,"","BP-C100S",
,"Active","Inventory Part","RBP-C150S","SW9441-01 HAYWARD C150S CARTRIDGE REPLACEMENT C-9441","Tax","4000 · Gross Sales:4005 · Pool Equipment","5000 · Cost of Goods Sold:5005 · Pool Equipment","1300 · Inventory:1305 · Pool Equipment",0.00,"SW9441-01 HAYWARD C150S CARTRIDGE REPLACEMENT C-9441",1,,58.94,"B Pool Products",,82.37,"","SW9441-01",
,"Active","Inventory Part","RBP-C1750","SW8417-01 HAYWARD CARTRIDGE REPLACEMENT C-8417","Tax","4000 · Gross Sales:4005 · Pool Equipment","5000 · Cost of Goods Sold:5005 · Pool Equipment","1300 · Inventory:1305 · Pool Equipment",0.00,"SW8417-01 HAYWARD CARTRIDGE REPLACEMENT C-8417",15,,60.73,"B Pool Products",,87.99,"","SW8417-01",
,"Active","Inventory Part","RBP-C200S","SW9442-01 HAYWARD C200S CARTRIDGE REPLACEMENT C-9442","Tax","4000 · Gross Sales:4005 · Pool Equipment","5000 · Cost of Goods Sold:5005 · Pool Equipment","1300 · Inventory:1305 · Pool Equipment",0.00,"SW9442-01 HAYWARD C200S CARTRIDGE REPLACEMENT C-9442",14,,78.53,"B Pool Products",,110.14,"","SW9442-01",
,"Active","Inventory Part","RBP-C4030","SW7488-04 HAYWARD C4030 CARTRIRIDGE REPLACEMENT","Tax","4000 · Gross Sales:4005 · Pool Equipment","5000 · Cost of Goods Sold:5005 · Pool Equipment","1300 · Inventory:1305 · Pool Equipment",0.00,"SW7488-04 HAYWARD C4030 CARTRIRIDGE REPLACEMENT",1,,159.28,"B Pool Products",,219.25,"","SW7488-04",
